Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1120,528439010,-1.1612617398535,RL,0.8422500430310231,0.20922772404369586,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Ex,TA,No,GLQ,0.7644554116703101,Unf,-0.3689137607610984,794.0,0.9266387707408172,GasA,Ex,Y,SBrkr,0.8793692766253586,0,-0.11764705882352938,0.08269581604073323,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2.0,480.0,TA,TA,Y,-0.9506828398842129,0.3066493559743598,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,8,2008,WD ,Normal,247000
1121,528458030,-1.1612617398535,FV,0.1837442745988582,-0.08834211122311825,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,GLQ,-0.6795652596352812,Unf,-0.3689137607610984,1339.0,0.7266315470372121,GasA,Ex,Y,SBrkr,0.6895096126732773,0,-0.11764705882352938,-0.10882966068987557,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,6,Typ,0,,Attchd,2008.0,RFn,2.0,588.0,TA,TA,Y,1.082088066468934,1.121108035419662,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,New,Partial,212700
1122,528458050,-1.1612617398535,FV,0.1837442745988582,-0.08834211122311825,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Ex,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1372.0,0.745332353427373,GasA,Ex,Y,SBrkr,0.6895096126732773,0,-0.11764705882352938,-0.10882966068987557,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,6,Typ,0,,Attchd,2008.0,Fin,2.0,529.0,TA,TA,Y,-0.9506828398842129,1.225689455841678,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2008,New,Partial,250580
1123,528462040,-1.1612617398535,FV,1.1734547338095525,0.5089641188672054,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1428.0,0.8610275197047188,GasA,Ex,Y,SBrkr,0.8117686510106081,0,-0.11764705882352938,0.014440222876480146,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,6,Typ,0,,Attchd,2007.0,Fin,2.0,480.0,TA,TA,Y,-0.9506828398842129,1.1503764782181887,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,12,2008,New,Partial,182000
1124,528477040,0.4810564716684044,FV,0.3198284369140738,0.16200776822336183,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,GLQ,0.4647006887779452,Unf,-0.3689137607610984,466.0,-0.3619367437936404,GasA,Gd,Y,SBrkr,-0.7380362109843779,902,-0.11764705882352938,0.6712868892916141,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,2005.0,RFn,2.0,603.0,TA,TA,Y,-0.9506828398842129,1.0991061023072215,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,2,2008,WD ,Normal,226700
1125,528478030,0.4810564716684044,FV,0.3198284369140738,0.07304134008017867,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.460639643780452,Gd,TA,PConc,Ex,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1053.0,0.06206284343016273,GasA,Ex,Y,SBrkr,-0.12665512005798965,939,-0.11764705882352938,1.037246344293005,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2.0,648.0,TA,TA,Y,0.9830482089279095,0.6802531179850224,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,8,2008,WD ,Normal,250000
1126,528478040,0.4810564716684044,FV,0.757432793332796,0.3237837203641019,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1026.0,0.0020612974805310296,GasA,Ex,Y,SBrkr,-0.2074701205931614,932,-0.11764705882352938,0.9844728297443766,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,9,Typ,1,Gd,Attchd,2005.0,Fin,3.0,936.0,TA,TA,Y,1.01317232672148,1.4254159387612175,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,250000
1127,528480060,0.4810564716684044,FV,0.757432793332796,0.35681163292044155,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,1.1291644853874703,Gd,TA,PConc,Ex,TA,No,GLQ,0.8720799572524077,Unf,-0.3689137607610984,245.0,0.01987941995312044,GasA,Ex,Y,SBrkr,-0.13552544531304736,1028,-0.11764705882352938,1.16675439519669,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3.0,836.0,TA,TA,Y,-0.9506828398842129,1.07136325524902,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2008,New,Partial,339750
1128,528480160,0.4810564716684044,FV,-0.14357213275236988,-0.20870181597143192,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,813.0,-0.48605117400235937,GasA,Ex,Y,SBrkr,-0.9023056741635769,843,-0.11764705882352938,0.48689629968302345,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,2007.0,RFn,2.0,562.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2008,WD ,Normal,205950
1129,528482020,-1.1612617398535,FV,0.757432793332796,0.3237837203641019,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3253090396329639,Gd,TA,PConc,Gd,TA,Av,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1660.0,1.3291001728417295,GasA,Ex,Y,SBrkr,1.2692059301683125,0,-0.11764705882352938,0.47765294917214113,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,1,Gd,Attchd,2007.0,Fin,3.0,660.0,TA,TA,Y,0.9667512354069074,1.1503764782181887,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2008,WD ,Normal,256000
1130,528488140,-1.1612617398535,FV,-0.2884379773489859,-0.3640316980169106,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,Stone,1.2706923436185902,Gd,TA,PConc,Gd,TA,No,GLQ,0.9600671620250932,Unf,-0.3689137607610984,316.0,0.420983424348774,GasA,Ex,Y,SBrkr,0.323910102406141,0,-0.11764705882352938,-0.47612583849916174,1.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,6,Typ,0,,Attchd,2008.0,Fin,2.0,462.0,TA,TA,Y,1.0404937517253081,1.315212363569001,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2008,New,Partial,230348
1131,528490080,0.4810564716684044,FV,-0.19153716814302726,-0.054236945783065545,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Rec,0.595105924627445,Unf,-0.3689137607610984,361.0,-0.36658587656222497,GasA,Ex,Y,SBrkr,-0.7453092507633892,864,-0.11764705882352938,0.6010069859562027,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,2003.0,RFn,2.0,673.0,TA,TA,Y,1.1184405171267875,0.7835818896938544,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2008,WD ,Normal,207500
1132,531363060,-1.1612617398535,RL,-0.23982337629819714,-0.3640316980169106,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1664969898401891,TA,TA,PConc,Gd,TA,No,GLQ,0.777443357141298,Unf,-0.3689137607610984,400.0,0.12168866887964033,GasA,Ex,Y,SBrkr,-0.048007312479767056,0,-0.11764705882352938,-0.8477499020886918,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,Gd,6,Typ,0,,,0.0,,0.0,0.0,,,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2008,WD ,Normal,141000
1133,531371070,0.4810564716684044,RL,-0.0015357623764802094,0.22376263310849084,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,Mn,GLQ,-0.2807290649334144,ALQ,2.7127172781811426,200.0,-0.4342984705635492,GasA,Ex,Y,SBrkr,-0.8528198994351667,861,-0.11764705882352938,0.5435836594621095,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,2003.0,RFn,2.0,542.0,TA,TA,Y,0.9897672406770219,0.8618156026539181,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,188000
1134,531373060,0.4810564716684044,RL,-0.04857801317940553,0.7002686867512361,Pave,,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1183440005980998,Gd,TA,PConc,Gd,TA,Av,Unf,-1.3556223614686533,Unf,-0.3689137607610984,835.0,-0.4342984705635492,GasA,Ex,Y,SBrkr,-0.8528198994351667,828,-0.11764705882352938,0.4832023448576724,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,8,Typ,0,,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,1.0404937517253081,0.8760828842577738,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,192500
1135,531375050,-1.1612617398535,RL,-0.23982337629819714,0.7480370878800194,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.176194416505409,TA,TA,PConc,Gd,Gd,No,GLQ,-0.2807290649334144,Unf,-0.3689137607610984,1095.0,0.32866121018601896,GasA,Ex,Y,SBrkr,0.21302658048279743,0,-0.11764705882352938,-0.5871338219292233,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,Gd,6,Typ,0,,,0.0,,0.0,0.0,,,Y,-0.9506828398842129,1.010793072782115,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2008,WD ,Normal,146000
1136,531375110,-1.1612617398535,RL,-0.09592131539490549,0.8449145080532128,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,TA,PConc,TA,TA,No,GLQ,0.745530625600574,Unf,-0.3689137607610984,468.0,0.196256523342888,GasA,Ex,Y,SBrkr,0.04811719624553096,0,-0.11764705882352938,-0.7518949470639588,1.0,-0.2520334722678233,1,1,3,-0.16559760788883857,Gd,6,Typ,0,,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,-0.9506828398842129,1.07136325524902,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2008,WD ,Normal,159000
1137,531375120,-1.1612617398535,RL,-0.09592131539490549,0.8449145080532128,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,TA,PConc,Gd,TA,No,GLQ,0.892346630062674,Unf,-0.3689137607610984,300.0,0.196256523342888,GasA,Ex,Y,SBrkr,0.04811719624553096,0,-0.11764705882352938,-0.7518949470639588,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,Gd,6,Typ,0,,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,-0.9506828398842129,0.9418542207711351,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,155000
1138,531376010,0.4810564716684044,RL,-0.14357213275236988,-0.15157568388318843,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,798.0,-0.5215337012162908,GasA,Ex,Y,SBrkr,-0.9958819747930726,842,-0.11764705882352938,0.4403947845355459,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,6,Typ,0,,Attchd,2004.0,RFn,2.0,520.0,TA,TA,Y,0.9784825955445958,0.6802531179850224,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,12,2008,WD ,Normal,173000
1139,531376070,-1.1612617398535,RL,0.5851886941874597,0.04853462907145193,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,Mn,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1162.0,0.3005878764571257,GasA,Ex,Y,SBrkr,0.17865516238638857,0,-0.11764705882352938,-0.6215071710705823,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,6,Typ,0,,Attchd,2007.0,Fin,2.0,483.0,TA,TA,Y,-0.9506828398842129,0.5211863593081039,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2008,WD ,Normal,170000
1140,531382090,0.4810564716684044,RL,-0.14357213275236988,-0.13130496067539016,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.8997587985848745,Gd,TA,PConc,Gd,TA,No,GLQ,0.4099921955333052,Unf,-0.3689137607610984,392.0,-0.6265748939519308,GasA,Ex,Y,SBrkr,-1.1754517599281058,855,-0.11764705882352938,0.3817233136996627,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,6,Typ,0,,Attchd,1995.0,RFn,2.0,525.0,TA,TA,Y,-0.9506828398842129,0.8899516544268634,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2008,WD ,Normal,182000
1141,531382110,0.4810564716684044,RL,-0.9004912020354365,-0.12505097328556639,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.1664969898401891,Gd,TA,PConc,Gd,TA,No,GLQ,0.7022476766599345,Unf,-0.3689137607610984,284.0,-0.3155887675177409,GasA,Ex,Y,SBrkr,-0.666269926103823,794,-0.11764705882352938,0.5144582353316799,0.0,3.967726942690405,2,1,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,1993.0,RFn,2.0,474.0,TA,TA,Y,0.9919734095971722,1.0419940134157148,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,10,2008,WD ,Normal,163000
1142,531382120,-1.1612617398535,RL,-0.14357213275236988,-0.20870181597143192,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.3053510466326868,TA,TA,PConc,Gd,TA,No,GLQ,1.1193686833763894,Unf,-0.3689137607610984,270.0,0.8198376803691919,GasA,Ex,Y,SBrkr,1.303618906497441,0,-0.11764705882352938,0.5126285586551568,1.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,1,Fa,Attchd,1994.0,RFn,2.0,575.0,TA,TA,Y,1.1296012969999931,0.6478561800797358,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,10,2008,WD ,Normal,193500
1143,531384030,0.4810564716684044,RL,-1.286676966160991,0.9739711147888513,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2034381779170842,Gd,TA,PConc,Gd,TA,Av,GLQ,0.6336029303696993,Unf,-0.3689137607610984,295.0,-0.4413358118724648,GasA,Ex,Y,SBrkr,-0.8641668722777612,825,-0.11764705882352938,0.47209336445240174,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,6,Typ,0,,Attchd,1994.0,RFn,2.0,483.0,TA,TA,Y,0.9919734095971722,0.9165794896172812,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,Shed,5.238950464142361,11,2008,WD ,Normal,189000
1144,531385060,0.4810564716684044,RL,-0.14357213275236988,-0.13200092119569948,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,GLQ,0.5582143022352275,Unf,-0.3689137607610984,355.0,-0.4530785429807351,GasA,Ex,Y,SBrkr,-0.8831751862881754,850,-0.11764705882352938,0.5089658846115279,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,2001.0,RFn,2.0,627.0,TA,TA,Y,-0.9506828398842129,0.8760828842577738,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,9,2008,WD ,Normal,190500
1145,531450030,0.4810564716684044,RL,0.3198284369140738,-0.1706140647743529,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,GLQ,0.4605309362823241,Unf,-0.3689137607610984,439.0,-0.43195406683288007,GasA,Gd,Y,SBrkr,-0.8190364299056601,893,-0.11764705882352938,0.6169629003147813,0.0,3.967726942690405,2,1,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,1992.0,Fin,2.0,506.0,TA,TA,Y,1.082088066468934,0.983216387029939,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2008,WD ,Normal,175000
1146,531450090,-1.1612617398535,RL,-0.04857801317940553,-0.4552041414770448,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.1019327333749913,TA,TA,CBlock,Gd,TA,No,GLQ,1.156926902521612,Unf,-0.3689137607610984,78.0,0.5484836648456805,GasA,Gd,Y,SBrkr,0.5101026371285168,0,-0.11764705882352938,-0.2893167245369662,1.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,6,Typ,0,,Attchd,1991.0,RFn,2.0,496.0,TA,TA,Y,0.9117191319623997,0.7392758816173657,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,GdWo,,-0.19087792627196232,6,2008,WD ,Normal,179200
1147,531450170,0.4810564716684044,RL,0.364669865643345,0.055166755244849326,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.1664969898401891,Gd,TA,PConc,Gd,TA,No,GLQ,0.4998639987204312,Unf,-0.3689137607610984,406.0,-0.4413358118724648,GasA,Ex,Y,SBrkr,-0.8641668722777612,878,-0.11764705882352938,0.5688405286880631,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,1993.0,RFn,2.0,506.0,TA,TA,Y,0.9919734095971722,0.8899516544268634,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2008,WD ,Normal,187000
1148,531451020,1.3480369764281728,RL,-0.9004912020354365,-0.23599667239346814,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,LwQ,0.020495730991109996,GLQ,2.712861108969196,598.0,1.217671624014851,GasA,Ex,Y,SBrkr,1.189756613829671,0,-0.11764705882352938,0.3969734720516196,1.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,5,Typ,1,Fa,Attchd,1993.0,RFn,2.0,533.0,TA,TA,Y,-0.9506828398842129,0.8830656709815482,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,193000
1149,531452140,1.3480369764281728,RL,-0.6386046316987649,-0.2653517438070395,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,GLQ,0.3103641530087687,Unf,-0.3689137607610984,899.0,0.38029003435989256,GasA,Ex,Y,SBrkr,0.2754352420414614,0,-0.11764705882352938,-0.5246773416801961,0.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,5,Typ,0,,Attchd,1993.0,RFn,2.0,530.0,TA,TA,Y,-0.9506828398842129,0.8396146481700107,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2008,WD ,Normal,153900
1150,532351050,-1.1612617398535,RL,0.09167031454663827,0.013993824767459057,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,PConc,TA,Gd,No,BLQ,-0.43046336515925626,ALQ,2.7128476939135724,132.0,-0.09205056178478718,GasA,TA,Y,SBrkr,-0.33777379170036936,0,-0.11764705882352938,-1.1358928076848946,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,5,Typ,1,TA,Attchd,1963.0,RFn,1.0,384.0,TA,TA,Y,0.9941632236521274,0.7835818896938544,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,MnPrv,Shed,5.238950464102151,8,2008,WD ,Normal,128000
1151,532353050,-1.1612617398535,RL,0.1837442745988582,0.7314749378924094,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,ALQ,0.8282832036244234,Unf,-0.3689137607610984,175.0,-0.25571738304222663,GasA,TA,Y,SBrkr,-0.5754987468049233,0,-0.11764705882352938,-1.371382701658955,1.0,-0.2520334722678233,1,0,2,-0.16559760788883857,TA,4,Typ,0,,Detchd,1962.0,Unf,1.0,352.0,TA,TA,Y,0.9830482089279095,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,3.2319415027204252,-0.06675802219656336,,,,-0.19087792627196232,9,2008,WD ,Normal,144000
1152,532354150,-1.1612617398535,RL,0.3198284369140738,-0.21471190334113854,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1961,2007,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,Gd,CBlock,TA,TA,No,ALQ,0.8513112771266182,Unf,-0.3689137607610984,100.0,-0.36658587656222497,GasA,Ex,Y,SBrkr,-0.7453092507633892,0,-0.11764705882352938,-1.5391022021892657,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,Gd,5,Typ,1,TA,Detchd,1962.0,Unf,1.0,420.0,TA,TA,Y,0.9643483162453703,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,135000
